first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,1833,628,2146,0,1,0,sov,PM,1.11,0,1,1,0,0,19,16.6,16.6024,16.6024,9.6771,628;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201278AB;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1834,628,2146,1,2,0,sov,PM,1.09,0,1,1,0,0,19,16.7,16.6878,16.6878,9.7261,628;202621;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201267AB;201292BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1835,628,2147,0,1,0,sov,PM,1.1,0,1,1,0,0,22,19.8,19.781,19.781,10.9959,628;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202476;202480;202482;202475;202474;202484;202485;2147;,201278AB;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201610AB;201615BA;201614AB;201592BA;201633BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.404888 33.724662, -112.404232 33.724651, -112.394627 33.724719, -112.377266 33.724753, -112.369061 33.716073)",,,,
,1836,628,2147,1,2,0,sov,PM,1.1,0,1,1,0,0,22,19.9,19.8664,19.8664,11.0448,628;202621;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202476;202480;202482;202475;202474;202484;202485;2147;,201267AB;201292BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201610AB;201615BA;201614AB;201592BA;201633BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.404888 33.724662, -112.404232 33.724651, -112.394627 33.724719, -112.377266 33.724753, -112.369061 33.716073)",,,,
,1837,628,2197,0,1,0,sov,PM,1.83,0,1,0,0,0,13,10.4,10.4432,10.4432,4.8273,628;202617;202618;202588;202602;202604;202730;202729;202511;202509;202508;202513;2197;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201507BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.368001 33.631027)",,,,
,1838,628,2197,1,2,0,sov,PM,1.09,0,1,0,0,0,13,10.5,10.5287,10.5287,4.8763,628;202621;202618;202588;202602;202604;202730;202729;202511;202509;202508;202513;2197;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201507BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.368001 33.631027)",,,,
,1839,633,1,0,1,0,sov,PM,1.1,0,1,0,0,0,14,12.8,12.7518,12.7518,10.3038,633;202730;202604;202602;202584;202612;202611;202579;202753;202752;202487;202467;202748;202747;,201291AB;201335BA;201294AB;201325AB;201330AB;201275AB;201344AB;201349AB;201086AB;201590AB;201634AB;201642AB;201089AB;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.313302 33.707018)",,,,
,1840,633,2,0,1,0,sov,PM,6.84,0,1,0,0,0,14,12.1,12.1481,12.1481,5.7023,633;202744;202729;202511;202509;202508;202513;202512;202502;202499;202500;202782;202783;202354;,201093AB;201508BA;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201559BA;201549BA;201574BA;201070BA;201823AB;,"LINESTRING (-112.400922 33.631194, -112.393981 33.631331, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,1841,633,3,0,1,0,sov,PM,2.49,0,1,0,0,0,12,9.7,9.6791,9.6791,4.9711,633;202744;202729;202511;202509;202508;202513;202512;202502;202499;202497;202780;,201093AB;201508BA;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201559BA;201551AB;201564AB;,"LINESTRING (-112.400922 33.631194, -112.393981 33.631331, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350235 33.638677, -112.342088 33.632453, -112.330766 33.623526)",,,,
,1842,633,3,1,2,0,sov,PM,1.1,0,1,0,0,0,13,9.7,9.6504,9.6504,5.0026,633;202744;202729;202511;202509;202508;202513;202512;202502;202499;202497;202498;202495;,201093AB;201508BA;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201559BA;201551AB;201568BA;201562AB;,"LINESTRING (-112.400922 33.631194, -112.393981 33.631331, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787, -112.330326 33.624071)",,,,
,1843,633,8,0,1,0,sov,PM,3.69,0,1,0,0,0,16,15.4,15.4068,15.4068,10.8202,633;202730;202604;202602;202584;202612;202611;202579;202753;202752;202487;202467;202748;202788;202789;202806;,201291AB;201335BA;201294AB;201325AB;201330AB;201275AB;201344AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201848AB;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.313380 33.681851)",,,,
,1844,633,9,0,1,0,sov,PM,3.97,0,1,0,0,0,12,8.8,8.7582,8.7582,4.399,633;202744;202729;202511;202509;202508;202513;202512;202502;202499;202497;202501;,201093AB;201508BA;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201559BA;201551AB;201563AB;,"LINESTRING (-112.400922 33.631194, -112.393981 33.631331, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350235 33.638677, -112.342088 33.632453, -112.341961 33.627740)",,,,
,1845,633,10,0,1,0,sov,PM,5.32,0,1,0,0,0,10,7.2,7.1592,7.1592,3.5874,633;202744;202729;202511;202509;202508;202513;202512;202521;202496;,201093AB;201508BA;201517AB;201520AB;201509AB;201526AB;201502AB;201548AB;201557AB;,"LINESTRING (-112.400922 33.631194, -112.393981 33.631331, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.359366 33.631134, -112.359348 33.628814)",,,,
,1846,633,12,0,1,0,sov,PM,985.42,0,1,0,0,0,3,2.2,2.1683,2.1683,0.8985,633;202744;202728;,201093AB;201514AB;,"LINESTRING (-112.400922 33.631194, -112.393981 33.631331, -112.393926 33.624102)",,,,
,1847,633,14,0,1,0,sov,PM,9.68,0,1,0,0,0,8,6.5,6.54,6.54,2.8499,633;202730;202604;202602;202588;202618;202621;202705;,201291AB;201335BA;201294AB;201317AB;201320BA;201292AB;201300AB;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.419678 33.638828, -112.426743 33.638872, -112.426698 33.631545, -112.426766 33.624238)",,,,
,1848,633,16,0,1,0,sov,PM,0.77,0,1,2,2,0,13,19.4,19.4395,19.4395,8.9231,633;202730;202619;202732;202733;202735;202734;202796;202925;202924;202825;202824;202894;,201291AB;201334AB;201270BA;201103BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1849,633,16,1,2,0,sov,PM,1.33,0,1,2,1,0,19,16.3,16.2828,16.2828,9.3652,633;202730;202619;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;202824;202894;,201291AB;201334AB;201270BA;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1850,633,17,1,2,0,sov,PM,2.56,0,1,1,0,0,17,14.8,14.8458,14.8458,7.956,633;202730;202619;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202476;202480;202482;202478;,201291AB;201334AB;201270BA;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201611BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.412238 33.731975)",,,,
,1851,633,17,0,1,0,sov,PM,1.08,0,1,1,0,0,17,15.2,15.1552,15.1552,8.343,633;202730;202604;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202476;202480;202482;202478;,201291AB;201335BA;201294AB;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201611BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.412238 33.731975)",,,,
,1852,633,19,0,1,0,sov,PM,1.42,0,1,0,0,0,12,8.1,8.1069,8.1069,4.0971,633;202744;202729;202511;202509;202508;202513;202512;202502;202499;202497;202498;,201093AB;201508BA;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201559BA;201551AB;201568BA;,"LINESTRING (-112.400922 33.631194, -112.393981 33.631331, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787)",,,,
,1853,633,602,0,1,0,sov,PM,1.1,0,1,0,0,0,11,14.6,14.5526,14.5526,6.0345,633;202730;202604;202602;202588;202618;202617;202606;202909;202908;602;,201291AB;201335BA;201294AB;201317AB;201320BA;201271AB;201286AB;201280AB;200831AB;200917BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.419678 33.638828, -112.426743 33.638872, -112.433938 33.638784, -112.435072 33.638808, -112.452687 33.638513, -112.461442 33.638386, -112.481753 33.611509)",,,,
,1854,633,615,0,1,0,sov,PM,0.8,0,1,2,2,0,12,22,21.9744,21.9744,9.3539,633;202730;202619;202732;202733;202735;202734;202796;202925;202924;202825;615;,201291AB;201334AB;201270BA;201103BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1855,633,615,1,2,0,sov,PM,1.3,0,1,2,1,0,18,18.8,18.8177,18.8177,9.796,633;202730;202619;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;615;,201291AB;201334AB;201270BA;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1856,633,617,1,2,0,sov,PM,2.6,0,1,1,0,0,19,17.9,17.9411,17.9411,9.5378,633;202730;202619;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202476;202480;202482;202481;202477;617;,201291AB;201334AB;201270BA;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201596AB;201601BA;201602BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.429623 33.724665, -112.437714 33.724657, -112.441006 33.733257)",,,,
,1857,633,617,0,1,0,sov,PM,1.08,0,1,1,0,0,19,18.3,18.2505,18.2505,9.9249,633;202730;202604;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202476;202480;202482;202481;202477;617;,201291AB;201335BA;201294AB;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201596AB;201601BA;201602BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.429623 33.724665, -112.437714 33.724657, -112.441006 33.733257)",,,,
,1858,633,619,1,2,0,sov,PM,1.12,0,1,1,0,0,16,14.8,14.8247,14.8247,7.4061,633;202730;202619;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202476;202480;619;,201291AB;201334AB;201270BA;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201607BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.395386 33.710522)",,,,
,1859,633,619,0,1,0,sov,PM,1.08,0,1,1,0,0,16,15.1,15.1341,15.1341,7.7932,633;202730;202604;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202476;202480;619;,201291AB;201335BA;201294AB;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201607BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.395386 33.710522)",,,,
,1860,633,620,0,1,0,sov,PM,0.6,0,1,2,2,0,10,17.3,17.3233,17.3233,7.0705,633;202730;202619;202732;202733;202735;202734;202796;202904;620;,201291AB;201334AB;201270BA;201103BA;201532BA;201102AB;detour-linkb;201061AB;201290BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.440810 33.682018, -112.433183 33.684132)",,,,
,1861,633,620,1,2,0,sov,PM,6.66,0,1,2,1,0,14,12.8,12.8349,12.8349,5.9813,633;202730;202619;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;620;,201291AB;201334AB;201270BA;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201046BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.433183 33.684132)",,,,
,1862,633,621,0,1,0,sov,PM,0.98,0,1,0,0,0,8,9.9,9.8871,9.8871,4.7692,633;202730;202619;202732;202733;202731;202581;621;,201291AB;201334AB;201270BA;201103BA;201104AB;201338BA;201340BA;,"LINESTRING (-112.400922 33.631194, -112.404621 33.638801, -112.406936 33.645969, -112.404481 33.654611, -112.393117 33.666132, -112.401189 33.668896, -112.415733 33.672911, -112.425654 33.670727)",,,,
